customer_id,age,sex,employment_type,employment_years,monthly_income,cibil_score,past_loans,on_time_payments,late_payments,defaults,existing_loans,existing_emi,credit_utilization,dti_ratio,bank_balance,savings_balance,new_loan_amount,loan_duration_months,loan_purpose,identity_verified,address_verified,employment_verified,background_verified,collateral_available,credit_risk
CUST103668,29,female,salaried,2.3,36500,690,4,61,7,0,0,4900.0,0.611,0.188,178300.0,37700.0,70500,36,education,1,1,1,1,1,0
CUST103669,22,female,salaried,6.4,138200,766,2,32,0,0,1,25600.0,0.48,0.212,169300.0,132200.0,131900,36,business,1,0,1,1,1,1
CUST103670,26,male,self_employed,7.0,76900,641,1,20,1,0,1,16600.0,0.482,0.368,504200.0,169500.0,279900,24,personal,1,1,1,1,1,0
CUST103671,30,female,salaried,12.4,32900,718,5,74,1,0,1,6400.0,0.246,0.408,197800.0,170200.0,253300,36,personal,1,1,1,1,0,1
CUST103672,42,male,salaried,3.9,56300,688,6,93,3,0,1,3000.0,0.06,0.246,125200.0,91400.0,390500,36,education,1,1,1,1,1,1
CUST103673,40,male,contract,5.4,59600,705,1,20,0,0,0,4300.0,0.018,0.202,172000.0,94200.0,278900,36,consumer,1,1,1,1,0,1
CUST103674,42,female,salaried,5.5,40600,697,1,19,0,0,1,3800.0,0.299,0.356,145100.0,107000.0,255500,24,business,1,1,1,1,0,1
CUST103675,60,male,business,6.7,45700,707,2,25,1,0,2,8600.0,0.295,0.226,87700.0,43100.0,31300,18,vehicle,1,1,1,1,1,1
CUST103676,41,male,salaried,8.7,48100,771,2,24,0,0,3,11800.0,0.606,0.438,304700.0,87600.0,166800,18,home_improvement,1,1,1,1,0,1
CUST103677,29,female,salaried,5.4,79800,664,2,36,2,0,3,26100.0,0.305,0.383,83400.0,31100.0,323500,72,home_improvement,1,0,1,1,0,0
CUST103678,47,female,salaried,1.2,51300,684,0,0,0,0,0,5700.0,0.197,0.175,161400.0,124400.0,156800,48,vehicle,1,1,1,1,1,0
CUST103679,64,male,self_employed,30.0,46900,743,1,17,0,0,2,11400.0,0.37,0.368,67600.0,51100.0,210800,36,personal,1,1,1,1,0,1
CUST103680,36,female,self_employed,3.4,48100,644,3,63,0,0,0,23200.0,0.28,0.687,337900.0,273400.0,354900,36,home_improvement,1,1,1,1,0,0
CUST103681,23,male,contract,6.3,59200,706,2,29,1,0,5,16900.0,0.575,0.365,99700.0,32500.0,170500,36,home_improvement,1,1,1,1,0,0
CUST103682,38,female,business,8.4,77000,744,3,55,2,0,0,16000.0,0.418,0.229,384500.0,148500.0,114900,72,home,1,1,1,1,0,1
CUST103683,49,male,salaried,5.0,69000,726,4,44,0,0,1,6900.0,0.102,0.202,426500.0,93800.0,422600,60,consumer,1,1,1,1,1,1
CUST103684,35,male,salaried,12.1,45700,669,1,13,2,0,0,11600.0,0.196,0.31,131800.0,91000.0,92400,36,vehicle,1,1,1,1,1,0
CUST103685,44,female,contract,10.1,41100,671,1,10,2,0,1,15000.0,0.349,0.458,177200.0,148800.0,91400,24,personal,1,1,1,1,0,0
CUST103686,49,female,contract,3.6,81500,710,1,21,1,0,2,18700.0,0.239,0.306,254300.0,71600.0,300700,48,home_improvement,1,1,1,1,0,1
CUST103687,23,female,self_employed,9.0,40200,762,3,45,0,0,2,4900.0,0.16,0.146,181900.0,124700.0,58100,60,home_improvement,1,1,1,1,0,1
CUST103688,22,female,business,11.5,47500,759,3,45,0,0,1,11900.0,0.373,0.305,294000.0,214900.0,124100,48,medical,1,1,1,1,0,1
CUST103689,51,female,salaried,11.9,28500,733,4,65,3,0,1,3000.0,0.309,0.158,89500.0,41700.0,90800,60,consumer,1,1,1,1,1,1
CUST103690,52,male,business,8.6,37700,772,3,42,0,0,1,5300.0,0.402,0.372,121600.0,47400.0,157300,18,home,1,1,1,1,0,1
CUST103691,34,female,salaried,5.8,43900,717,3,48,0,0,1,8100.0,0.081,0.291,48600.0,25300.0,167700,36,home,1,1,0,1,0,1
CUST103692,57,male,salaried,5.9,48900,655,3,56,7,0,1,3600.0,0.204,0.198,235700.0,112100.0,292600,48,vehicle,1,1,1,1,1,0
CUST103693,52,male,salaried,16.3,66900,698,6,73,5,0,1,8500.0,0.58,0.196,296700.0,104500.0,165500,36,personal,1,1,1,1,1,0
CUST103694,37,male,salaried,8.9,129300,700,4,60,8,0,1,36600.0,0.211,0.451,188300.0,55800.0,782500,36,vehicle,1,1,1,1,1,1
CUST103695,27,female,business,21.9,69400,734,3,53,4,1,1,17200.0,0.246,0.345,450000.0,186300.0,405900,60,business,1,1,1,1,1,0
CUST103696,22,male,salaried,9.4,44000,601,2,20,2,0,0,18300.0,0.195,0.564,120900.0,27700.0,156900,24,personal,1,1,1,1,1,0
CUST103697,32,male,self_employed,4.4,22300,630,1,10,4,0,0,900.0,0.488,0.341,49500.0,29200.0,120800,18,home,1,1,1,0,0,0
CUST103698,52,male,self_employed,5.8,115200,739,7,151,3,0,1,19000.0,0.243,0.262,711800.0,592700.0,537300,48,medical,1,1,1,1,1,1
CUST103699,49,male,contract,3.2,74600,703,1,12,0,0,1,23600.0,0.246,0.405,320000.0,279500.0,395500,60,personal,1,1,1,1,0,1
CUST103700,49,female,self_employed,11.5,68200,686,2,43,3,0,0,24100.0,0.011,0.478,67100.0,45500.0,409500,48,business,1,1,1,1,1,1
CUST103701,35,female,salaried,1.6,38500,692,7,84,7,0,0,9000.0,0.056,0.292,83800.0,30600.0,134700,60,vehicle,1,1,1,1,0,1
CUST103702,54,female,salaried,8.0,44800,654,3,48,3,0,1,11400.0,0.178,0.468,42800.0,13600.0,229200,24,personal,1,1,1,1,1,0
CUST103703,24,female,salaried,7.2,39400,724,6,71,7,0,0,13700.0,0.431,0.403,34100.0,7000.0,104500,48,business,1,1,1,1,1,0
CUST103704,27,male,self_employed,11.4,37800,666,3,47,4,0,2,1400.0,0.409,0.135,116800.0,80500.0,266300,72,business,1,1,1,1,0,0
CUST103705,43,female,salaried,8.5,16300,686,3,38,1,0,0,0.0,0.136,0.163,24000.0,15200.0,127400,48,medical,1,1,1,1,0,0
CUST103706,46,male,salaried,10.3,193900,722,2,28,2,0,4,37700.0,0.702,0.242,721900.0,648900.0,331200,36,vehicle,1,1,1,1,0,1
CUST103707,51,male,salaried,2.4,72500,699,2,32,0,0,0,11000.0,0.691,0.225,333900.0,262400.0,318500,60,vehicle,1,1,1,1,1,1
CUST103708,38,male,salaried,5.5,101800,677,0,0,0,0,2,37500.0,0.291,0.422,272700.0,195100.0,195100,36,consumer,1,1,1,1,1,0
CUST103709,26,male,salaried,6.7,49200,654,1,19,2,0,0,4900.0,0.214,0.176,217400.0,143300.0,226800,60,home,1,1,1,1,0,0
CUST103710,23,female,salaried,3.4,70700,618,4,76,8,1,2,18700.0,0.264,0.385,7300.0,5100.0,306400,36,personal,1,1,1,1,0,0
CUST103711,60,male,salaried,10.0,69200,728,2,26,4,0,0,22600.0,0.46,0.55,176900.0,57600.0,370900,24,home_improvement,1,1,0,1,0,1
CUST103712,49,male,salaried,4.7,48900,659,3,65,7,0,0,8100.0,0.431,0.23,166300.0,134200.0,112500,36,medical,1,1,1,1,0,0
CUST103713,31,female,self_employed,24.1,34700,785,4,78,2,0,1,8100.0,0.186,0.562,120400.0,35000.0,136700,12,business,1,1,1,1,1,1
CUST103714,43,female,contract,5.7,32500,607,6,72,12,2,2,0.0,0.373,0.069,143300.0,110900.0,81100,36,education,1,1,0,1,1,0
CUST103715,63,male,salaried,7.4,98600,727,2,28,0,0,1,8900.0,0.45,0.146,166800.0,112900.0,132100,24,personal,1,1,1,1,1,1
CUST103716,57,male,salaried,9.7,131200,731,4,62,6,0,0,27500.0,0.601,0.488,429900.0,281700.0,658600,18,home,1,1,1,1,1,1
CUST103717,48,male,contract,3.7,79700,669,2,19,3,0,2,23200.0,0.431,0.389,244000.0,217700.0,280500,36,education,1,1,1,1,0,0
CUST103718,36,male,salaried,9.3,36400,669,0,0,0,0,0,3000.0,0.271,0.222,189200.0,120500.0,122000,24,home,1,1,1,1,0,0
CUST103719,27,male,salaried,8.6,30100,743,2,25,1,0,2,8700.0,0.389,0.326,154700.0,63600.0,20000,18,consumer,1,1,1,1,1,1
CUST103720,39,female,salaried,12.4,32300,694,3,47,1,0,3,6700.0,0.251,0.395,88000.0,49400.0,217700,36,personal,1,1,1,1,1,0
CUST103721,33,female,salaried,5.5,130600,696,2,29,3,0,1,29200.0,0.18,0.335,245800.0,164000.0,875100,60,business,1,1,1,1,0,1
CUST103722,32,male,salaried,9.6,156500,776,2,37,1,0,0,52600.0,0.128,0.552,680800.0,542900.0,810000,24,personal,1,1,1,1,0,1
CUST103723,50,male,business,7.9,79300,718,2,25,1,0,0,23700.0,0.377,0.366,405500.0,275600.0,321200,60,home_improvement,1,1,1,1,1,1
CUST103724,42,male,salaried,4.5,105400,723,4,47,1,0,0,19100.0,0.304,0.211,418300.0,142200.0,152500,48,vehicle,1,1,1,1,1,1
CUST103725,43,male,self_employed,13.4,51400,762,3,65,1,0,1,6100.0,0.271,0.173,125700.0,31300.0,66400,24,personal,1,1,1,1,1,1
CUST103726,42,male,business,4.6,26400,667,1,17,1,0,1,600.0,0.312,0.086,95900.0,37400.0,20000,12,business,1,1,1,1,1,0
CUST103727,21,male,salaried,10.0,173700,780,2,32,0,0,2,21500.0,0.465,0.222,1126800.0,603900.0,615200,36,personal,1,1,1,1,1,1
CUST103728,24,female,salaried,6.6,37700,696,9,135,9,0,1,6400.0,0.324,0.314,239100.0,120200.0,260400,48,personal,1,1,1,1,0,0
CUST103729,36,male,self_employed,2.8,40800,655,6,65,13,0,5,7800.0,0.696,0.267,119500.0,63800.0,37200,12,personal,1,1,1,1,0,0
CUST103730,64,male,business,2.1,63800,735,3,41,1,0,2,10400.0,0.455,0.461,314600.0,117800.0,456700,24,home,1,1,1,1,0,0
CUST103731,59,female,salaried,5.9,93200,657,5,49,11,0,0,13600.0,0.229,0.245,547000.0,437600.0,333000,36,home,1,1,1,1,0,0
CUST103732,58,male,business,22.2,70000,643,5,113,7,0,1,8800.0,0.168,0.22,330300.0,226500.0,396300,60,home,1,1,1,1,1,1
CUST103733,63,male,self_employed,5.8,153200,705,3,68,1,0,2,47900.0,0.491,0.356,455100.0,395200.0,240300,36,home,1,1,1,1,0,1
CUST103734,59,male,salaried,15.1,65200,688,4,42,2,0,2,16600.0,0.721,0.356,78200.0,38100.0,119100,18,home,1,1,1,1,1,0
CUST103735,58,female,salaried,5.3,31600,688,3,39,0,0,1,4900.0,0.278,0.288,31200.0,20100.0,151500,36,personal,1,1,1,1,1,0
CUST103736,43,male,contract,13.5,118400,744,8,103,1,0,3,13000.0,0.664,0.247,262500.0,69500.0,777900,48,consumer,1,1,1,1,0,1
CUST103737,28,male,self_employed,9.7,35100,697,0,0,0,0,1,13300.0,0.27,0.464,97800.0,21100.0,142600,48,business,1,1,1,1,1,0
CUST103738,38,male,self_employed,2.2,37200,596,2,34,4,0,0,10700.0,0.19,0.423,19600.0,10600.0,120500,24,education,1,1,1,1,1,0
CUST103739,33,male,salaried,9.0,63100,695,3,59,1,0,2,7700.0,0.249,0.184,176700.0,69700.0,188400,48,personal,1,1,1,1,0,1
CUST103740,53,male,contract,10.4,80400,710,5,97,8,0,0,18000.0,0.096,0.236,335200.0,98900.0,23700,24,personal,1,1,1,1,0,1
CUST103741,44,male,salaried,15.7,32600,696,2,45,3,0,2,7000.0,0.568,0.453,31600.0,28000.0,93100,12,personal,1,1,1,1,0,0
CUST103742,65,female,business,9.3,48100,681,3,62,7,0,1,8500.0,0.576,0.212,149700.0,,30500,18,home,1,1,1,1,1,0
CUST103743,33,female,business,3.4,51800,721,5,98,2,0,2,4800.0,0.235,0.259,287700.0,162400.0,310400,36,home,1,1,1,1,1,1
CUST103744,54,male,salaried,3.3,108000,644,3,67,5,0,1,13500.0,0.233,0.186,679100.0,460100.0,397900,60,home,1,1,1,1,0,0
CUST103745,29,female,contract,1.8,44300,694,3,59,1,0,1,11600.0,0.187,0.389,103700.0,78900.0,270000,48,home,1,1,1,1,0,0
CUST103746,25,female,salaried,18.3,72800,748,7,95,3,0,2,17800.0,0.363,0.538,431500.0,213800.0,512300,24,vehicle,1,1,1,1,0,1
CUST103747,51,female,salaried,3.5,62900,702,4,52,0,0,1,20600.0,0.631,0.454,101000.0,83100.0,286700,36,vehicle,1,1,1,1,1,0
CUST103748,57,female,self_employed,5.6,38000,689,5,70,5,0,1,10100.0,0.61,0.281,50400.0,41800.0,27900,48,consumer,1,1,1,1,1,0
CUST103749,57,male,salaried,14.8,35400,707,0,0,0,0,1,5300.0,0.711,0.214,99000.0,84700.0,109400,48,home,1,1,1,1,1,0
CUST103750,41,male,salaried,5.9,47800,642,3,47,4,0,1,13700.0,0.26,0.305,191200.0,100700.0,51400,60,home,1,1,1,1,1,0
CUST103751,42,male,salaried,10.6,83500,686,2,20,0,0,1,8200.0,0.359,0.194,94300.0,24800.0,382100,48,personal,1,1,1,0,0,0
CUST103752,21,female,salaried,12.2,59900,754,1,24,0,0,3,3500.0,0.31,0.216,58700.0,18900.0,169700,18,business,1,1,1,1,0,1
CUST103753,25,male,self_employed,4.5,48300,733,1,19,2,0,0,7300.0,0.242,0.367,84800.0,69300.0,250600,24,business,1,1,1,1,1,1
CUST103754,32,female,self_employed,7.0,65500,686,5,74,1,0,0,13000.0,0.142,0.406,176700.0,49600.0,326000,24,personal,1,1,1,1,1,1
CUST103755,64,male,salaried,6.0,46000,690,4,86,6,0,0,13900.0,0.33,0.449,286800.0,123000.0,243800,36,education,1,1,1,1,1,1
CUST103756,61,male,salaried,6.9,39900,685,4,76,4,0,0,14400.0,0.342,0.399,224600.0,133900.0,73700,48,consumer,1,1,1,1,1,1
CUST103757,62,female,self_employed,10.0,45700,742,1,14,0,0,5,7000.0,0.574,0.287,275600.0,114800.0,293800,48,personal,1,1,1,1,1,0
CUST103758,42,female,salaried,14.1,76700,696,2,41,3,0,0,12600.0,0.096,0.376,94300.0,57700.0,390600,24,vehicle,1,1,1,1,1,1
CUST103759,46,male,salaried,7.2,54400,714,3,52,2,0,1,1600.0,0.185,0.091,91100.0,31100.0,160000,48,business,1,1,1,1,1,1
CUST103760,54,male,business,17.0,68500,782,4,94,2,0,1,14500.0,0.219,0.294,478200.0,377600.0,270200,48,vehicle,1,1,1,1,1,1
CUST103761,48,male,salaried,16.5,84600,732,6,140,4,0,0,21000.0,0.646,0.331,539500.0,138700.0,420300,60,consumer,1,1,1,1,0,1
CUST103762,40,female,business,6.1,120000,708,3,41,1,0,2,26700.0,0.309,0.394,174800.0,54400.0,741400,36,vehicle,1,1,1,1,1,1
CUST103763,38,male,business,9.5,61100,703,4,88,4,0,1,11400.0,0.152,0.283,366400.0,150400.0,354900,60,vehicle,1,1,1,1,1,1
CUST103764,21,female,salaried,5.7,85700,730,2,33,3,0,2,32300.0,0.323,0.465,559800.0,502600.0,540800,72,personal,1,1,1,1,0,1
CUST103765,32,female,salaried,3.0,113200,727,2,28,2,0,1,16000.0,0.218,0.23,97000.0,86000.0,180500,18,personal,1,1,1,1,1,1
CUST103766,48,male,salaried,7.9,56200,726,1,16,1,0,3,15300.0,0.387,0.459,427300.0,180100.0,252400,24,vehicle,1,0,1,1,1,0
CUST103767,28,female,self_employed,5.0,93000,737,1,15,1,0,1,6900.0,0.317,0.234,480700.0,371400.0,536500,36,home_improvement,1,1,0,1,0,1
CUST103768,33,male,self_employed,17.4,112100,757,5,98,2,0,1,40500.0,0.413,0.381,589100.0,270700.0,157400,72,education,1,1,1,1,1,1
CUST103769,56,female,business,13.9,124300,711,4,61,7,1,1,28800.0,0.262,0.501,330600.0,191100.0,603600,18,personal,1,1,1,1,1,1
CUST103770,27,male,salaried,4.5,22700,699,1,18,0,0,3,5900.0,0.33,0.423,114700.0,87600.0,88900,24,home,1,1,1,1,1,0
CUST103771,50,male,contract,2.4,30200,620,3,52,8,0,3,5900.0,0.396,0.356,121000.0,28600.0,116500,24,personal,1,1,1,1,0,0
CUST103772,51,female,salaried,7.5,26700,655,3,58,2,0,2,7100.0,0.511,0.315,155400.0,133400.0,63500,48,vehicle,1,1,1,1,1,0
CUST103773,51,male,self_employed,3.2,51600,702,1,20,2,0,1,9500.0,0.32,0.234,110000.0,42900.0,93000,36,personal,1,1,1,1,1,1
CUST103774,48,female,self_employed,6.7,60300,778,5,109,1,0,3,20100.0,0.645,0.361,201800.0,50600.0,61100,36,home,1,1,1,1,1,1
CUST103775,60,female,salaried,13.5,77600,732,2,25,3,0,3,5500.0,0.47,0.36,286300.0,130500.0,538900,24,personal,1,1,1,1,1,1
CUST103776,32,male,self_employed,5.6,109500,701,3,54,6,0,1,16800.0,0.441,0.22,402700.0,298600.0,350100,48,consumer,1,1,1,1,0,0
CUST103777,46,male,salaried,3.8,86900,681,3,54,12,0,2,7100.0,0.355,0.235,226100.0,136300.0,320200,24,vehicle,1,1,1,1,1,0
CUST103778,23,male,salaried,22.7,36300,707,5,77,3,0,2,3300.0,0.548,0.217,190500.0,160400.0,220200,48,medical,1,1,1,1,1,1
CUST103779,36,female,salaried,3.0,22100,732,2,32,0,0,2,3000.0,0.466,0.261,41400.0,23800.0,132800,48,personal,1,1,1,1,0,0
CUST103780,57,female,salaried,11.2,49300,733,1,22,0,0,2,12900.0,0.603,0.427,350500.0,222800.0,293000,36,home_improvement,1,1,1,1,0,0
CUST103781,60,male,salaried,7.5,41600,710,4,54,2,0,1,1700.0,0.276,0.145,220400.0,177500.0,52100,12,vehicle,1,0,1,1,1,1
CUST103782,52,male,self_employed,5.1,91400,682,2,38,2,0,0,29200.0,0.409,0.402,47200.0,31900.0,269900,36,home_improvement,1,1,1,1,0,1
CUST103783,64,male,business,13.5,88600,729,4,47,1,0,3,17300.0,0.409,0.217,420500.0,148000.0,135500,72,home_improvement,1,1,1,1,1,1
CUST103784,26,male,salaried,7.4,36200,734,2,20,0,0,5,7600.0,0.539,0.283,187600.0,66300.0,63800,24,business,1,1,1,1,0,0
CUST103785,29,male,salaried,1.3,79900,657,4,62,10,0,2,3300.0,0.308,0.154,568400.0,308900.0,539500,60,vehicle,1,1,1,1,1,0
CUST103786,56,female,salaried,7.0,62300,670,1,10,1,0,2,10900.0,0.648,0.214,156700.0,101800.0,116000,48,personal,1,1,1,1,1,0
CUST103787,51,male,salaried,4.9,63700,650,1,21,3,0,3,5100.0,0.472,0.085,75400.0,59100.0,21100,72,personal,1,1,1,1,1,0
CUST103788,38,male,self_employed,12.6,34000,673,1,21,0,0,3,0.0,0.323,0.125,157400.0,49900.0,102300,24,vehicle,1,1,0,1,0,0
CUST103789,40,male,salaried,6.3,44300,713,4,82,2,0,1,15700.0,0.465,0.499,48200.0,24400.0,77000,12,education,1,1,1,1,1,0
CUST103790,56,male,salaried,4.1,76900,656,3,48,6,0,3,5600.0,0.469,0.16,482400.0,335000.0,120000,18,business,1,1,1,1,0,0
CUST103791,55,female,self_employed,11.7,52200,777,3,34,2,0,0,0.0,0.225,0.081,88800.0,29800.0,305900,72,personal,1,1,1,1,0,1
CUST103792,59,male,salaried,7.8,115100,724,4,76,4,0,0,18800.0,0.765,0.271,725400.0,172400.0,298100,24,medical,1,1,1,0,1,1
CUST103793,23,male,salaried,6.8,238900,740,1,10,0,0,0,91800.0,0.257,0.827,289100.0,163000.0,1270200,12,consumer,1,1,1,0,1,1
CUST103794,28,female,salaried,8.7,63400,687,5,76,4,0,2,24500.0,0.41,0.454,269800.0,139100.0,206000,48,personal,1,1,1,1,1,0
CUST103795,36,male,salaried,14.0,112300,696,3,49,5,0,1,26700.0,0.285,0.322,114800.0,41100.0,340100,36,personal,1,1,1,1,1,1
CUST103796,42,male,self_employed,3.5,54500,655,4,67,9,0,1,13600.0,0.136,0.479,70800.0,41900.0,149900,12,business,1,1,1,1,0,0
CUST103797,26,male,business,10.2,79800,746,5,87,3,0,1,6000.0,0.26,0.176,81700.0,68500.0,384500,48,business,1,1,1,0,0,1
CUST103798,55,male,contract,10.4,34100,658,2,16,4,0,3,7700.0,0.585,0.413,220400.0,96200.0,153300,24,medical,1,1,1,1,1,0
CUST103799,41,male,salaried,4.7,49600,700,2,23,1,0,0,10000.0,0.332,0.466,317500.0,122500.0,235800,18,home,1,1,1,1,1,0
CUST103800,64,female,salaried,4.6,83900,645,1,10,1,0,1,11300.0,0.521,0.345,337900.0,277100.0,422600,24,personal,1,0,1,1,0,0
CUST103801,62,male,salaried,5.0,145500,756,6,64,2,0,0,20800.0,0.191,0.424,468400.0,180800.0,491100,12,personal,1,1,1,1,1,1
CUST103802,50,female,salaried,10.7,32700,712,3,61,2,0,0,9600.0,0.263,0.353,177600.0,151700.0,70100,36,home_improvement,1,1,1,1,1,1
CUST103803,58,male,salaried,17.0,58400,677,3,55,2,0,4,12000.0,0.663,0.299,210300.0,59100.0,263000,48,home,1,1,1,1,1,1
CUST103804,50,male,salaried,6.0,37500,697,1,16,0,0,3,13000.0,0.264,0.354,400.0,300.0,20000,72,home_improvement,1,1,1,1,1,0
CUST103805,25,female,salaried,13.0,35900,705,0,0,0,0,2,14000.0,0.089,0.511,144100.0,46000.0,156300,36,home_improvement,1,1,1,1,0,0
CUST103806,64,male,business,7.0,50200,763,4,51,1,0,3,12300.0,0.668,0.438,326200.0,98100.0,116100,12,consumer,1,1,0,1,0,1
CUST103807,51,male,salaried,5.7,68900,639,3,60,6,0,2,23500.0,0.118,0.351,368800.0,274600.0,41400,60,education,1,1,1,1,1,0
CUST103808,26,female,salaried,6.6,82300,714,2,28,2,0,1,24400.0,0.214,0.413,419200.0,116900.0,573800,60,education,1,1,1,1,1,1
CUST103809,46,male,business,9.1,58600,649,3,40,11,0,3,9000.0,0.569,0.211,175000.0,43100.0,80300,24,vehicle,1,1,1,1,1,0
CUST103810,48,male,salaried,2.8,82100,660,2,19,1,0,1,17900.0,0.771,0.394,389300.0,171200.0,518900,36,education,1,1,1,1,1,0
CUST103811,38,female,self_employed,8.9,49300,687,1,13,0,0,2,12400.0,0.387,0.333,232900.0,124000.0,144000,36,business,1,1,1,1,1,0
CUST103812,52,male,salaried,11.9,138500,769,3,51,0,0,2,21900.0,0.46,0.372,665000.0,268500.0,355100,12,personal,1,1,1,1,1,1
CUST103813,57,female,contract,20.1,72800,721,3,58,2,0,1,12200.0,0.259,0.201,188900.0,150000.0,117400,48,business,1,1,1,1,0,1
CUST103814,38,male,contract,1.3,53900,736,3,47,1,0,2,8700.0,0.211,0.376,222500.0,80600.0,277200,24,personal,1,0,1,1,0,0
CUST103815,42,female,salaried,13.6,102800,678,5,61,4,0,0,33100.0,0.347,0.422,351600.0,105500.0,369100,36,business,1,1,1,1,1,1
CUST103816,47,male,business,7.7,49100,682,5,71,4,0,2,9700.0,0.401,0.675,33000.0,23000.0,281400,12,personal,1,0,1,1,1,0
CUST103817,49,female,contract,8.5,28700,679,3,70,2,0,0,11100.0,0.103,0.507,151800.0,128200.0,61900,18,business,1,1,1,1,0,0
CUST103818,41,female,contract,13.0,35300,790,3,42,0,0,1,5300.0,0.268,0.274,73300.0,28800.0,210400,48,personal,1,1,1,1,1,1
CUST103819,45,male,salaried,12.6,27000,682,0,0,0,0,3,10800.0,0.274,0.496,57200.0,31100.0,124000,48,home,1,0,1,1,1,0
CUST103820,24,male,business,3.1,57900,717,1,19,1,0,2,10500.0,0.618,0.376,105800.0,64500.0,203300,18,consumer,1,1,1,1,0,0
CUST103821,40,male,salaried,9.6,72000,648,4,76,8,0,2,21500.0,0.238,0.349,273400.0,196700.0,131900,36,vehicle,0,1,1,0,0,0
CUST103822,38,male,self_employed,15.0,125600,700,4,70,2,0,0,31300.0,0.216,0.557,230300.0,186300.0,696700,18,personal,1,1,1,1,1,1
CUST103823,33,male,salaried,7.9,56100,734,2,45,1,0,0,18600.0,0.214,0.472,322800.0,92900.0,378200,48,consumer,1,1,1,1,1,1
CUST103824,21,male,self_employed,14.5,29200,743,4,57,3,0,2,4600.0,0.397,0.169,178500.0,132800.0,20000,60,medical,1,1,1,1,0,1
CUST103825,55,male,business,7.7,148600,655,2,20,0,0,2,3300.0,0.137,0.127,867800.0,591200.0,744600,48,medical,1,1,1,1,1,1
CUST103826,53,male,salaried,3.7,100500,631,6,120,6,0,0,7800.0,0.384,0.412,349600.0,269200.0,605100,18,personal,1,1,1,1,1,0
CUST103827,55,male,self_employed,9.1,49300,723,2,45,3,0,1,700.0,0.655,0.078,276800.0,117400.0,227700,72,personal,1,1,1,1,0,1
CUST103828,61,male,business,2.8,61400,696,5,51,4,0,1,20200.0,0.339,0.387,116000.0,66900.0,85900,24,education,1,1,1,1,0,1
CUST103829,61,female,contract,7.9,30100,671,4,36,4,0,2,7400.0,0.277,0.366,9200.0,3000.0,130700,36,vehicle,1,1,1,1,1,0
CUST103830,29,female,salaried,7.5,170100,786,2,32,0,0,2,38300.0,0.497,0.374,630300.0,248400.0,609100,24,home_improvement,1,1,1,1,1,1
CUST103831,53,male,self_employed,6.6,17800,712,3,49,2,0,1,8100.0,0.492,0.553,81700.0,23200.0,83600,48,home,1,1,1,1,0,0
CUST103832,61,female,contract,2.1,123400,683,1,14,1,0,0,34600.0,0.159,0.374,122500.0,58800.0,692800,60,vehicle,1,1,1,1,0,1
CUST103833,47,male,salaried,15.0,41500,729,0,0,0,0,0,9100.0,0.289,0.425,166400.0,68500.0,306900,36,education,1,1,1,1,0,1
CUST103834,32,male,business,10.5,48400,705,4,58,2,0,0,9100.0,0.225,0.289,304100.0,110300.0,58800,12,personal,1,1,1,1,0,1
CUST103835,38,male,salaried,8.8,20700,656,3,58,2,0,2,4400.0,0.335,0.27,111900.0,37000.0,43100,36,vehicle,1,1,1,1,1,0
CUST103836,22,male,contract,5.6,66900,675,4,73,3,0,1,9300.0,0.177,0.223,245300.0,127700.0,270500,48,home_improvement,1,1,1,1,1,1
CUST103837,58,male,salaried,3.2,133700,753,2,44,0,0,1,30400.0,0.337,0.268,148400.0,107500.0,260900,48,personal,1,1,1,1,1,1
CUST103838,35,male,self_employed,7.6,45300,725,1,11,1,0,1,7200.0,0.189,0.25,273700.0,167700.0,148500,36,consumer,1,1,1,1,0,1
CUST103839,24,male,self_employed,10.6,33300,748,4,48,0,0,1,7500.0,0.426,0.252,176500.0,72000.0,54000,60,vehicle,1,1,1,1,0,1
CUST103840,40,male,self_employed,3.1,62900,688,3,55,5,0,1,18400.0,0.322,0.451,351600.0,90300.0,358200,36,education,1,0,1,1,0,0
CUST103841,49,male,salaried,8.5,95900,697,4,65,3,0,0,34800.0,0.291,0.449,374800.0,242800.0,493100,60,personal,1,1,1,1,1,1
CUST103842,58,female,contract,8.1,84500,689,2,25,1,0,3,10900.0,0.732,0.169,325500.0,121700.0,242200,72,personal,1,1,1,1,0,0
CUST103843,27,female,salaried,0.9,28100,636,1,23,1,0,1,3900.0,0.493,0.694,180500.0,83100.0,187300,12,personal,1,1,1,1,1,0
CUST103844,46,male,salaried,4.8,84100,678,1,22,2,0,2,20100.0,0.574,0.328,420000.0,267000.0,358400,48,personal,1,1,1,1,1,0
CUST103845,41,female,self_employed,25.1,92300,691,4,88,8,0,2,26600.0,0.679,0.296,195300.0,165700.0,25800,36,vehicle,1,1,1,1,0,1
CUST103846,24,male,salaried,9.9,59400,697,3,67,5,0,1,7200.0,0.325,0.193,369200.0,291600.0,257600,60,home_improvement,1,1,1,1,1,1
CUST103847,52,female,business,12.9,94100,809,2,42,0,0,1,15300.0,0.406,0.416,543400.0,472500.0,571200,24,home,1,1,1,1,1,1
CUST103848,30,male,salaried,12.9,104200,759,0,0,0,0,1,13700.0,0.433,0.227,489600.0,357500.0,359600,36,home,1,1,0,1,1,1
